antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"total_visits_high, race_Caucasian, num_lab_procedures_high",number_inpatient_high,0.10400502950547959,0.11709317444668295,0.05348136082415306,0.5142189861244677,4.391536812921674,1.0,0.04130308176093553,1.817499655883087,0.8619348407218385,0.3190691330662348,0.44979356845373386,0.4854804509633931
"total_visits_high, num_lab_procedures_high, diabetesMed",number_inpatient_high,0.10530527097889608,0.11709317444668295,0.05403860716990298,0.5131614654002714,4.382505366561171,1.0,0.04170807870501589,1.813551645576351,0.8626629753965728,0.320970890265637,0.44859579685022005,0.4873311902962309
"admission_type_Emergency, metformin","admission_source_Emergency_Room, n_active_meds_high",0.10367639704516553,0.1582579621929787,0.0717704716590224,0.6922546857772879,4.3742171084773425,1.0,0.055362856335144345,2.735190428270376,0.8606129075227826,0.3774137801487715,0.634394742806862,0.5728788777387703
"admission_source_Emergency_Room, metformin","admission_type_Emergency, n_active_meds_high",0.11046337176904282,0.14922771371826196,0.0717704716590224,0.6497218988487906,4.353895685056521,1.0,0.055286275240317734,2.428848059543618,0.8659796681602332,0.381919099756691,0.5882821916048958,0.5653339482754103
number_inpatient_high,"total_visits_high, time_in_hospital_high",0.11709317444668295,0.13235315129952704,0.06715532884678584,0.5735204392922515,4.333258661853266,1.0,0.05165767821310209,2.0344394635480336,0.8712434543616471,0.3683963003605581,0.5084641160784337,0.540457725853618
"total_visits_high, time_in_hospital_high",number_inpatient_high,0.13235315129952704,0.11709317444668295,0.06715532884678584,0.5073950124149844,4.333258661853266,1.0,0.05165767821310209,1.7923221400614457,0.8865666875027154,0.3683963003605581,0.44206458334230186,0.540457725853618
"number_outpatient_high, age_num_high","total_visits_high, race_Caucasian",0.060311200651549574,0.2042093531655879,0.053295612042236415,0.8836768538261075,4.327308422105219,1.0,0.040979500768543495,6.8412063549654825,0.8182596938255131,0.252316850436312,0.8538269497931195,0.5723310101764179
"number_inpatient_high, race_Caucasian","total_visits_high, time_in_hospital_high",0.0916598796919428,0.13235315129952704,0.05245259833969166,0.5722525331254872,4.323678941579777,1.0,0.04032112441472751,2.028409086885399,0.8462859503959699,0.30573831931373363,0.507002800142505,0.48428021236863805
"total_visits_high, time_in_hospital_high, race_Caucasian",number_inpatient_high,0.10397645276980011,0.11709317444668295,0.05245259833969166,0.5044661261508864,4.308245365579266,1.0,0.040277665417170164,1.7817284995983051,0.8569941558607698,0.31107533259893233,0.4387472613108831,0.47621109846287457
"change, admission_type_Elective","admission_source_Physician_Referral, insulin",0.09108834497835312,0.15064226213439638,0.059096689385171534,0.6487843137254903,4.306788178384321,1.0,0.04537493504355414,2.4183365694029586,0.8447558182153874,0.32358003442340794,0.5864926277623627,0.5205412605334271
"number_inpatient_high, diabetesMed","total_visits_high, num_medications_high",0.09257433523368626,0.1411833626244874,0.05619615071370397,0.6070381231671553,4.299643469901802,1.0,0.04312619477268558,2.185496069739177,0.8457139866589138,0.31648829162307873,0.5424379783399278,0.5025373795675874
"number_outpatient_high, gender","total_visits_high, race_Caucasian",0.058710903453498504,0.2042093531655879,0.0502379013245317,0.8556826478461914,4.1902226052904705,1.0,0.03824858570652549,5.514171615248908,0.8088367296378962,0.236210950621431,0.8186490973123511,0.5508472013370336
"number_outpatient_high, diabetesMed","total_visits_high, num_medications_high",0.10351922499892838,0.1411833626244874,0.06095417720433795,0.5888198757763975,4.170603850416226,1.0,0.04633898492270834,2.088662818994827,0.8480121257411135,0.33172628304821145,0.5212247803208121,0.5102787770745159
"total_visits_high, number_diagnoses_high, race_Caucasian",number_outpatient_high,0.10959178133081858,0.1303384914341235,0.0591538428565305,0.5397653194263363,4.141257992840496,1.0,0.044869815404293266,1.8896044676204737,0.8518873309358982,0.32722099272842237,0.47078871947245543,0.4968065799061083
"number_outpatient_high, number_diagnoses_high","total_visits_high, race_Caucasian",0.07007015588609314,0.2042093531655879,0.0591538428565305,0.8442088091353995,4.134035958925217,1.0,0.04484486164681951,5.108059335177949,0.8152288482466202,0.27497343251859724,0.8042309350024097,0.5669406766080021
"number_outpatient_high, num_medications_high","total_visits_high, diabetesMed",0.07109891837055453,0.20738137082601055,0.06095417720433795,0.857315112540193,4.134002534198049,1.0,0.04620958604840573,5.555028589816581,0.8161296126863395,0.2802154492905938,0.8199829246903987,0.5756191106314028
"total_visits_high, discharge_disposition_Home, race_Caucasian",number_outpatient_high,0.12002228985383,0.1303384914341235,0.0646405761069913,0.5385714285714286,4.132098067466408,1.0,0.04899705190897399,1.8847153436412185,0.8613765806013611,0.34805354669949223,0.4694158970086022,0.5172576502646662
"number_outpatient_high, num_medications_high","total_visits_high, race_Caucasian",0.07109891837055453,0.2042093531655879,0.05959678225956249,0.8382234726688104,4.10472615320963,1.0,0.04507771812833862,4.919073613227375,0.8142722659172952,0.2762800556401935,0.7967096899483262,0.5650325311846711
"number_outpatient_high, num_lab_procedures_high","total_visits_high, race_Caucasian",0.06139711660736994,0.2042093531655879,0.05145241259090974,0.8380265301373051,4.103761738365489,1.0,0.03891454712228655,4.913092542309582,0.8057946007031334,0.24025887376567923,0.7964622096188091,0.5449928340582971
"number_inpatient_high, race_Caucasian","total_visits_high, num_medications_high",0.0916598796919428,0.1411833626244874,0.05290982611056339,0.5772408417770849,4.088589696736448,1.0,0.03996897607789894,2.0314560209306465,0.8316454036164309,0.2940522512506948,0.5077422352752278,0.47600024074483227
"total_visits_high, change, race_Caucasian",number_outpatient_high,0.09787531970223041,0.1303384914341235,0.05199537056881992,0.5312408759124088,4.075855643771295,1.0,0.039238449050198666,1.8552417731785282,0.8365282094630465,0.2950620287034784,0.46098669485717164,0.4650832750533322
"number_inpatient_high, diabetesMed","total_visits_high, admission_source_Emergency_Room",0.09257433523368626,0.13695400574392388,0.05166673810850587,0.5581108195709215,4.075169737017222,1.0,0.038988312069171666,1.9530824298935092,0.8315958844081243,0.29048843187660667,0.48798884025876754,0.46768347446986347
"time_in_hospital_high, number_outpatient_high","total_visits_high, race_Caucasian",0.06101133067569692,0.2042093531655879,0.05076657093460214,0.8320843091334895,4.074663066283622,1.0,0.03830748656154628,4.73922742257035,0.8036102666954602,0.23672463188753412,0.7889951439684987,0.5403424624312844
"total_visits_high, race_Caucasian, num_medications_high",number_outpatient_high,0.11232085958820924,0.1303384914341235,0.05959678225956249,0.5305940720010177,4.070893150310812,1.0,0.044957050864251294,1.852685398058633,0.8498044241116689,0.32555416796753045,0.4602429527172468,0.49392014496784054
"number_inpatient_high, num_medications_high","total_visits_high, diabetesMed",0.06661237086887564,0.20738137082601055,0.05619615071370397,0.8436293436293437,4.068009292585564,1.0,0.04238198592894593,5.0688450606435405,0.8080024801183311,0.2580200747884274,0.8027164002773761,0.5573045436625429
"total_visits_high, race_Caucasian",number_outpatient_high,0.2042093531655879,0.1303384914341235,0.10817723291468416,0.5297369157570669,4.064316764206297,1.0,0.08156089388634329,1.8493084779680864,0.9474303178852015,0.477876664773086,0.4592573321792466,0.679854206617845
number_outpatient_high,"total_visits_high, race_Caucasian",0.1303384914341235,0.2042093531655879,0.10817723291468416,0.8299714974786231,4.064316764206297,1.0,0.08156089388634329,4.6803367378617065,0.8669536113466902,0.477876664773086,0.7863401596918286,0.679854206617845
"number_outpatient_high, diabetesMed","total_visits_high, race_Caucasian",0.10351922499892838,0.2042093531655879,0.08575878377412949,0.8284334023464458,4.056784811784264,1.0,0.06461918979689538,4.638377503069441,0.8405081223602845,0.3863533955584165,0.7844073710390645,0.6241943110248882
"total_visits_high, admission_type_Emergency, race_Caucasian",number_outpatient_high,0.09606069698658322,0.1303384914341235,0.05076657093460214,0.5284843076007735,4.054706340282321,1.0,0.038246164603260434,1.8443956852013843,0.8334331878593696,0.2890497884803124,0.4578169922953312,0.45899111236210566
"total_visits_high, race_Caucasian, diabetesMed",number_outpatient_high,0.1629159701087345,0.1303384914341235,0.08575878377412949,0.5263988773899316,4.03870623020052,1.0,0.06452456199963028,1.8362741704940972,0.898829660973013,0.41330395262360564,0.4554190130927322,0.5921843104336196
number_outpatient_high,"total_visits_high, race_Caucasian, diabetesMed",0.1303384914341235,0.1629159701087345,0.08575878377412949,0.6579697434773076,4.038706230200519,1.0,0.06452456199963028,2.447397602778245,0.8651595446989889,0.41330395262360564,0.5914027214602088,0.5921843104336196
"admission_type_Emergency, number_outpatient_high","total_visits_high, race_Caucasian",0.06158286538928658,0.2042093531655879,0.05076657093460214,0.8243619489559165,4.036847167756628,1.0,0.03819077382737246,4.530855598224989,0.8016498203189135,0.2360954216226992,0.7792911342414531,0.5364812823424979
"total_visits_high, gender, race_Caucasian",number_outpatient_high,0.09561775758355123,0.1303384914341235,0.0502379013245317,0.525403466826061,4.031069111242658,1.0,0.03777522704677791,1.832422800794347,0.8314259367152438,0.2859001463652627,0.45427441769088195,0.45542262795370136
number_inpatient_high,"total_visits_high, num_medications_high",0.11709317444668295,0.1411833626244874,0.06661237086887564,0.5688834655277608,4.0293945047962145,1.0,0.05008076276011724,1.9920753872890817,0.8515323845059086,0.3475473386014611,0.4980109656588593,0.5203490295961848
"number_outpatient_high, race_Caucasian","total_visits_high, number_diagnoses_high",0.10817723291468416,0.1359395316273022,0.0591538428565305,0.5468234050984018,4.022548838829288,1.0,0.044448280481370755,1.9066749653307182,0.8425456605948928,0.3198146002317497,0.4755267582660335,0.49098580387356494
"number_outpatient_high, change","total_visits_high, race_Caucasian",0.06331175789789532,0.2042093531655879,0.05199537056881992,0.8212593094109681,4.021653742495482,1.0,0.03906651744071442,4.452207520357676,0.8021303548612045,0.24124900556881465,0.7753923204550754,0.5379386387525034
"total_visits_high, race_Caucasian, age_num_high",number_outpatient_high,0.1019475045365568,0.1303384914341235,0.053295612042236415,0.5227750525578135,4.010903047946031,1.0,0.040007928095468145,1.8223303564221816,0.8358972241526075,0.29775684521433704,0.4512520759609578,0.4658383046169905
"number_outpatient_high, admission_source_Emergency_Room","total_visits_high, race_Caucasian",0.06156857702144684,0.2042093531655879,0.05038078500292911,0.8182873056393595,4.007100032170575,1.0,0.03780790571405378,4.379389396180692,0.7996780024277332,0.2338971807628524,0.7716576651365805,0.5324993763013478
number_inpatient_high,"total_visits_high, admission_source_Emergency_Room",0.11709317444668295,0.13695400574392388,0.06422621343963879,0.5485051860890787,4.005032077080474,1.0,0.04818983415389349,1.911530249440147,0.8498225270727761,0.33835152427549864,0.4768589195526034,0.5087335528776118
"number_outpatient_high, discharge_disposition_Home","total_visits_high, race_Caucasian",0.07954334376384185,0.2042093531655879,0.0646405761069913,0.8126459493443506,3.979474675116364,1.0,0.04839708132834915,4.247523040198631,0.8134120662067648,0.29501141180306495,0.7645686696608864,0.5645933357133173
"diag_2_cat_Circulatory, n_active_meds_high","diag_1_cat_Circulatory, change",0.09398888364982068,0.13673968022632774,0.05110949176275594,0.5437823046518699,3.9767703401954466,1.0,0.03825748186764994,1.8922113906935079,0.8261925841585974,0.28454379126561136,0.4715178204093288,0.45877725472927877
"time_in_hospital_high, number_outpatient_high","total_visits_high, diabetesMed",0.06101133067569692,0.20738137082601055,0.050223612956691956,0.8231850117096018,3.969426031040368,1.0,0.0375709995652469,4.482757015328388,0.7966809751135364,0.2302049905036348,0.7769229970349522,0.5326824879410624
"number_outpatient_high, diabetesMed","total_visits_high, number_diagnoses_high",0.10351922499892838,0.1359395316273022,0.05573892294283224,0.5384403036576949,3.9608809682668795,1.0,0.041666567982056604,1.8720448843780486,0.8338504676210045,0.30339088505210765,0.4658247735698757,0.47423381590284364
number_outpatient_high,"total_visits_high, number_diagnoses_high",0.1303384914341235,0.1359395316273022,0.07007015588609314,0.5376014032010524,3.9547098387462745,1.0,0.052352002407529255,1.8686485520378733,0.8591123564050571,0.35712205068453257,0.46485389191593035,0.5265261588214638
"total_visits_high, number_diagnoses_high",number_outpatient_high,0.1359395316273022,0.1303384914341235,0.07007015588609314,0.5154509144418752,3.9547098387462745,1.0,0.052352002407529255,1.794785161061985,0.8646813217897873,0.35712205068453257,0.4428302497173009,0.5265261588214638
number_emergency_high,"total_visits_high, diabetesMed",0.07288496435052225,0.20738137082601055,0.05959678225956249,0.8176828072926876,3.942894214826604,1.0,0.04448179843994628,4.347470567114535,0.8050556484536296,0.2700725200725201,0.769981191462393,0.5525302557891025
number_inpatient_high,"total_visits_high, insulin, diabetesMed",0.11709317444668295,0.14009744666866703,0.06462628773915155,0.5519219035997559,3.939557191966968,1.0,0.04822183297684246,1.9190908018927757,0.8451224339537158,0.33560881501817913,0.4789199140479897,0.5066085805607142
number_inpatient_high,"total_visits_high, insulin",0.11709317444668295,0.14009744666866703,0.06462628773915155,0.5519219035997559,3.939557191966968,1.0,0.04822183297684246,1.9190908018927757,0.8451224339537158,0.33560881501817913,0.4789199140479897,0.5066085805607142
"diag_1_cat_Circulatory, n_active_meds_high","diag_2_cat_Circulatory, change",0.09690371068912798,0.13395344849757812,0.05110949176275594,0.5274255381893247,3.937379321734002,1.0,0.03812890554373563,1.8326139507923322,0.8260735548249185,0.2843402225755167,0.45433133935947123,0.4544861024279957
"insulin, number_outpatient_high","total_visits_high, race_Caucasian",0.06581222226985012,0.2042093531655879,0.052895537742723646,0.8037342596613113,3.9358347068931008,1.0,0.039456066402607654,4.0546589815479,0.7984736122343048,0.24361674124769672,0.75337013431935,0.5313801441043752
"total_visits_high, number_diagnoses_high, diabetesMed",number_outpatient_high,0.10896309314586995,0.1303384914341235,0.05573892294283224,0.511539470233412,3.9246999455410876,1.0,0.04153683776020367,1.7804130642478855,0.8363328676660564,0.3036506577411068,0.4383325869255862,0.46959345798449814
"number_inpatient_high, race_Caucasian","total_visits_high, insulin",0.0916598796919428,0.14009744666866703,0.05018074785317273,0.5474668745128605,3.907757689600364,1.0,0.03733943274637434,1.9001980294937997,0.8191851853590363,0.27636134718287697,0.47373906062496374,0.4528257371034471
"number_outpatient_high, race_Caucasian","total_visits_high, num_medications_high",0.10817723291468416,0.1411833626244874,0.05959678225956249,0.5509179764892352,3.9021451695731306,1.0,0.044323956757255,1.9123825769323548,0.8339445126261202,0.3140576763797907,0.4770920776719813,0.48652062168252874
number_inpatient_high,"total_visits_high, number_diagnoses_high",0.11709317444668295,0.1359395316273022,0.06195436295311987,0.5291031116534473,3.89219460534894,1.0,0.046036771662083795,1.8349249904934593,0.841623960505044,0.3242353996859344,0.45501859466687306,0.4924262667790045
"number_inpatient_high, num_lab_procedures_high","total_visits_high, race_Caucasian",0.06729821252518325,0.2042093531655879,0.05348136082415306,0.794692144373673,3.8915560529163344,1.0,0.03973843637518512,3.8760847431128025,0.796646250045599,0.24529785700242476,0.7420077046104723,0.5282934553382499
"total_visits_high, discharge_disposition_Home",number_outpatient_high,0.156857702144684,0.1303384914341235,0.07954334376384185,0.5071051193295683,3.890678139280694,1.0,0.05909874749648067,1.764395498251006,0.8811981085000588,0.38305924447808437,0.43323364801640507,0.5586939760208464
number_outpatient_high,"total_visits_high, discharge_disposition_Home",0.1303384914341235,0.156857702144684,0.07954334376384185,0.6102828327121245,3.890678139280694,1.0,0.05909874749648067,2.1634723040889425,0.8543271039921132,0.38305924447808437,0.5377800778359819,0.5586939760208464
"number_inpatient_high, num_medications_high","total_visits_high, race_Caucasian",0.06661237086887564,0.2042093531655879,0.05290982611056339,0.7942942942942944,3.8896078067992432,1.0,0.03930695694260405,3.8685881079687507,0.7959229879394651,0.24280375057373288,0.7415077614646698,0.5266951460276398
"number_inpatient_high, admission_source_Emergency_Room","total_visits_high, diabetesMed",0.06422621343963879,0.20738137082601055,0.05166673810850587,0.8044493882091213,3.8790822194151695,1.0,0.038347417922429634,4.053265913694064,0.7931479522054711,0.23491197297472877,0.753285370046541,0.5267940753915938
"total_visits_high, num_medications_high, diabetesMed",number_outpatient_high,0.12063668967093889,0.1303384914341235,0.06095417720433795,0.5052706383986735,3.8766033950458185,1.0,0.04523057306102127,1.757853032516566,0.843840324881778,0.32077599819535296,0.43112422853212784,0.486465619572062
"number_inpatient_high, diabetesMed","total_visits_high, race_Caucasian",0.09257433523368626,0.2042093531655879,0.07324217354651578,0.7911714770797963,3.8743155727948295,1.0,0.05433762842871042,3.810737325085112,0.8175764953812044,0.32764461489293706,0.7375835921785385,0.574916832858398
"number_inpatient_high, num_lab_procedures_high","total_visits_high, diabetesMed",0.06729821252518325,0.20738137082601055,0.05403860716990298,0.802972399150743,3.871960128108244,1.0,0.04008221160229029,4.022881189018846,0.7952519097175008,0.24491646159823857,0.7514219403919575,0.5317741973706037
"number_inpatient_high, time_in_hospital_high","total_visits_high, diabetesMed",0.06715532884678584,0.20738137082601055,0.05386714675582608,0.802127659574468,3.8678867652362054,1.0,0.039940382601308104,4.005707050664245,0.7948385335851711,0.2441077441077441,0.7503561824786524,0.5309384336180181
"number_inpatient_high, discharge_disposition_Home","total_visits_high, diabetesMed",0.06852701215940103,0.20738137082601055,0.05491019760812722,0.8012927439532944,3.8638607738086823,1.0,0.04069897188789994,3.988876123314222,0.7957198035183254,0.2484644727484321,0.7493028188679036,0.5330357890911573
"total_visits_high, num_medications_high",number_outpatient_high,0.1411833626244874,0.1303384914341235,0.07109891837055453,0.5035927537698613,3.863730109415839,1.0,0.05269729187048203,1.7519113896308718,0.8630279365511069,0.3547444214728737,0.4291948748556853,0.5245435814453341
number_outpatient_high,"total_visits_high, num_medications_high",0.1303384914341235,0.1411833626244874,0.07109891837055453,0.5454944091208068,3.863730109415839,1.0,0.05269729187048203,1.8895623169656117,0.8522657874696596,0.3547444214728737,0.4707769143036953,0.5245435814453341
"total_visits_high, age_num_high",number_outpatient_high,0.11989369454327233,0.1303384914341235,0.060311200651549574,0.5030389703253486,3.8594812997325336,1.0,0.04468443737231585,1.7499591650782422,0.8418276521615756,0.31755943424616306,0.42855809440828346,0.48288322118547633
"number_inpatient_high, race_Caucasian","total_visits_high, diabetesMed",0.0916598796919428,0.20738137082601055,0.07324217354651578,0.7990646921278254,3.85311703237909,1.0,0.05423362204625348,3.944645854267759,0.8151900859432099,0.3243687907359363,0.7464918177843297,0.5761204678773342
"total_visits_high, change",number_outpatient_high,0.12615199965707918,0.1303384914341235,0.06331175789789532,0.5018688413183826,3.850503683112217,1.0,0.046869296571193556,1.7458484445493687,0.8471653153713558,0.3277366863905325,0.4272125950439439,0.4938087903149685
"total_visits_high, change, diabetesMed",number_outpatient_high,0.12615199965707918,0.1303384914341235,0.06331175789789532,0.5018688413183826,3.850503683112217,1.0,0.046869296571193556,1.7458484445493687,0.8471653153713558,0.3277366863905325,0.4272125950439439,0.4938087903149685
"number_inpatient_high, race_Caucasian, diabetesMed",total_visits_high,0.07324217354651578,0.26013402489033677,0.07324217354651578,1.0,3.8441722509062948,1.0,0.05418939215014408,inf,0.7983379843048982,0.28155553114357906,1.0,0.6407777655717896
"insulin, number_outpatient_high, diabetesMed",total_visits_high,0.06581222226985012,0.26013402489033677,0.06581222226985012,1.0,3.8441722509062948,1.0,0.04869222400381655,inf,0.7919884981875468,0.2529935186202351,1.0,0.6264967593101176
"number_inpatient_high, discharge_disposition_Home, diabetesMed",total_visits_high,0.05491019760812722,0.26013402489033677,0.05491019760812722,1.0,3.8441722509062948,1.0,0.04062618689680134,inf,0.782852564102564,0.21108425793694388,1.0,0.6055421289684719
"insulin, number_outpatient_high",total_visits_high,0.06581222226985012,0.26013402489033677,0.06581222226985012,1.0,3.8441722509062948,1.0,0.04869222400381655,inf,0.7919884981875468,0.2529935186202351,1.0,0.6264967593101176
"number_inpatient_high, discharge_disposition_Home, race_Caucasian",total_visits_high,0.05265263548944804,0.26013402489033677,0.05265263548944804,1.0,3.8441722509062948,1.0,0.03895589349849413,inf,0.7809869988838949,0.20240580028562014,1.0,0.6012029001428101
"number_outpatient_high, discharge_disposition_Home, diabetesMed",total_visits_high,0.06195436295311987,0.26013402489033677,0.06195436295311987,1.0,3.8441722509062948,1.0,0.045837925158608024,inf,0.7887313216858844,0.23816324288696036,1.0,0.6190816214434802
"number_inpatient_high, insulin",total_visits_high,0.06462628773915155,0.26013402489033677,0.06462628773915155,1.0,3.8441722509062948,1.0,0.04781479139584503,inf,0.7909843578149823,0.2484345820059321,1.0,0.6242172910029661
"number_outpatient_high, diabetesMed",total_visits_high,0.10351922499892838,0.26013402489033677,0.10351922499892838,1.0,3.8441722509062948,1.0,0.07659035234642877,inf,0.8253004367090626,0.39794573217620566,1.0,0.6989728660881028
"number_outpatient_high, race_Caucasian, discharge_disposition_Home",total_visits_high,0.0646405761069913,0.26013402489033677,0.0646405761069913,1.0,3.8441722509062948,1.0,0.04782536287304952,inf,0.790996440737516,0.24848950895309238,1.0,0.6242447544765461
number_inpatient_high,total_visits_high,0.11709317444668295,0.26013402489033677,0.11709317444668295,1.0,3.8441722509062948,1.0,0.08663325569068098,inf,0.8379887364060072,0.45012633197846863,1.0,0.7250631659892344
number_emergency_high,total_visits_high,0.07288496435052225,0.26013402489033677,0.07288496435052225,1.0,3.8441722509062948,1.0,0.05392510522003219,inf,0.798030391764017,0.28018235746457215,1.0,0.640091178732286
"diabetesMed, number_emergency_high",total_visits_high,0.05959678225956249,0.26013402489033677,0.05959678225956249,1.0,3.8441722509062948,1.0,0.04409363141986948,inf,0.7867539807949434,0.22910029660551468,1.0,0.6145501483027573
number_outpatient_high,total_visits_high,0.1303384914341235,0.26013402489033677,0.1303384914341235,1.0,3.8441722509062948,1.0,0.09643301505923027,inf,0.850751663517621,0.5010436119960453,1.0,0.7505218059980227
total_visits_high,number_outpatient_high,0.26013402489033677,0.1303384914341235,0.1303384914341235,0.5010436119960453,3.8441722509062948,1.0,0.09643301505923027,1.742960967079519,1.0000000000000002,0.5010436119960453,0.426263686400513,0.7505218059980227
"number_inpatient_high, diabetesMed",total_visits_high,0.09257433523368626,0.26013402489033677,0.09257433523368626,1.0,3.8441722509062948,1.0,0.06849260080780013,inf,0.8153460981293695,0.3558716906514336,1.0,0.6779358453257168
